"","ID","Gene_Symbol","Gene_Title","Entrez_Gene_ID"
"HEEBO-079-HCC79G24","HEEBO-079-HCC79G24","ANKRD30B","ankyrin repeat domain 30B",374860
"HEEBO-079-HCC79G3","HEEBO-079-HCC79G3","CCNYL1","cyclin Y-like 1",151195
"HEEBO-079-HCC79G4","HEEBO-079-HCC79G4","SSBP4","single stranded DNA binding protein 4",170463
"HEEBO-079-HCC79G6","HEEBO-079-HCC79G6","SLC25A5","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5",292
"HEEBO-079-HCC79G7","HEEBO-079-HCC79G7","","",NA
"HEEBO-079-HCC79G8","HEEBO-079-HCC79G8","AFF1","AF4/FMR2 family, member 1",4299
"HEEBO-079-HCC79G9","HEEBO-079-HCC79G9","ZNRD1-AS1","ZNRD1 antisense RNA 1 (non-protein coding)",80862
"HEEBO-079-HCC79H11","HEEBO-079-HCC79H11","ATP5G2","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)",517
"HEEBO-079-HCC79H12","HEEBO-079-HCC79H12","RPL23","ribosomal protein L23",9349
"HEEBO-079-HCC79H13","HEEBO-079-HCC79H13","TJP3","Tight junction protein 3 (zona occludens 3)",NA
"HEEBO-079-HCC79H16","HEEBO-079-HCC79H16","PRSS3","protease, serine, 3",5646
"HEEBO-079-HCC79H17","HEEBO-079-HCC79H17","RPS20","ribosomal protein S20",6224
"HEEBO-079-HCC79H18","HEEBO-079-HCC79H18","TPMT","thiopurine S-methyltransferase",7172
"HEEBO-079-HCC79H19","HEEBO-079-HCC79H19","RFESD","Rieske (Fe-S) domain containing",317671
"HEEBO-079-HCC79H2","HEEBO-079-HCC79H2","PAK2","p21 protein (Cdc42/Rac)-activated kinase 2",5062
"HEEBO-079-HCC79H20","HEEBO-079-HCC79H20","FAM201A","family with sequence similarity 201, member A",158228
"HEEBO-079-HCC79H21","HEEBO-079-HCC79H21","CDC14C","CDC14 cell division cycle 14 homolog C (S. cerevisiae)",168448
"HEEBO-079-HCC79H24","HEEBO-079-HCC79H24","","",NA
"HEEBO-079-HCC79H3","HEEBO-079-HCC79H3","GLTP","glycolipid transfer protein",51228
"HEEBO-079-HCC79H4","HEEBO-079-HCC79H4","MAP2K2","mitogen-activated protein kinase kinase 2",5605
"HEEBO-079-HCC79H5","HEEBO-079-HCC79H5","U2AF1","U2 small nuclear RNA auxiliary factor 1",7307
"HEEBO-079-HCC79H7","HEEBO-079-HCC79H7","LOC646652","Integral membrane glycoprotein-like",NA
"HEEBO-079-HCC79H8","HEEBO-079-HCC79H8","OSTCP1","oligosaccharyltransferase complex subunit pseudogene 1",202459
"HEEBO-079-HCC79H9","HEEBO-079-HCC79H9","LINC00086","long intergenic non-protein coding RNA 86",399668
"HEEBO-079-HCC79I11","HEEBO-079-HCC79I11","TYW1","TRNA-yW synthesizing protein 1 homolog (S. cerevisiae)",NA
"HEEBO-079-HCC79I12","HEEBO-079-HCC79I12","NFE2L3","nuclear factor (erythroid-derived 2)-like 3",9603
"HEEBO-079-HCC79I13","HEEBO-079-HCC79I13","HERC2P9","hect domain and RLD 2 pseudogene 9",440248
"HEEBO-079-HCC79I17","HEEBO-079-HCC79I17","FAM91A1","family with sequence similarity 91, member A1",157769
"HEEBO-079-HCC79I18","HEEBO-079-HCC79I18","RCN1","reticulocalbin 1, EF-hand calcium binding domain",5954
"HEEBO-079-HCC79I19","HEEBO-079-HCC79I19","TXN","thioredoxin",7295
"HEEBO-079-HCC79I20","HEEBO-079-HCC79I20","C11orf74","chromosome 11 open reading frame 74",119710
"HEEBO-079-HCC79I23","HEEBO-079-HCC79I23","TERF1","telomeric repeat binding factor (NIMA-interacting) 1",7013
"HEEBO-079-HCC79I6","HEEBO-079-HCC79I6","C11orf48","chromosome 11 open reading frame 48",79081
"HEEBO-079-HCC79I7","HEEBO-079-HCC79I7","FKBP9","FK506 binding protein 9, 63 kDa",11328
"HEEBO-079-HCC79I9","HEEBO-079-HCC79I9","GSTM4","glutathione S-transferase mu 4",2948
"HEEBO-079-HCC79J1","HEEBO-079-HCC79J1","MRGPRX3","MAS-related GPR, member X3",117195
"HEEBO-079-HCC79J11","HEEBO-079-HCC79J11","RUNDC2A","RUN domain containing 2A",NA
"HEEBO-079-HCC79J14","HEEBO-079-HCC79J14","","",NA
"HEEBO-079-HCC79J15","HEEBO-079-HCC79J15","RABL2B","RAB, member of RAS oncogene family-like 2B",11158
"HEEBO-079-HCC79J18","HEEBO-079-HCC79J18","ID2","inhibitor of DNA binding 2, dominant negative helix-loop-helix protein",3398
"HEEBO-079-HCC79J19","HEEBO-079-HCC79J19","","",NA
"HEEBO-079-HCC79J20","HEEBO-079-HCC79J20","ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide",124
"HEEBO-079-HCC79J21","HEEBO-079-HCC79J21","LOC147804","tropomyosin 3 pseudogene",147804
"HEEBO-079-HCC79J23","HEEBO-079-HCC79J23","ALG1L","asparagine-linked glycosylation 1-like",200810
"HEEBO-079-HCC79J24","HEEBO-079-HCC79J24","CCNB1IP1","cyclin B1 interacting protein 1, E3 ubiquitin protein ligase",57820
"HEEBO-079-HCC79J3","HEEBO-079-HCC79J3","LYPLA2","lysophospholipase II",11313
"HEEBO-079-HCC79J4","HEEBO-079-HCC79J4","##noname##","Transcribed locus, strongly similar to NP_001012421.1 ankyrin repeat domain 20 family, member A2 [Homo sapiens]",NA
"HEEBO-079-HCC79J6","HEEBO-079-HCC79J6","CSAG3","CSAG family, member 3",389903
"HEEBO-079-HCC79K10","HEEBO-079-HCC79K10","RTN3","reticulon 3",10313
"HEEBO-079-HCC79K11","HEEBO-079-HCC79K11","SLC4A1AP","solute carrier family 4 (anion exchanger), member 1, adaptor protein",22950
"HEEBO-079-HCC79K13","HEEBO-079-HCC79K13","","",NA
"HEEBO-079-HCC79K15","HEEBO-079-HCC79K15","HSPA8","heat shock 70kDa protein 8",3312
"HEEBO-079-HCC79K18","HEEBO-079-HCC79K18","LOC440040","glutamate receptor, metabotropic 5 pseudogene",440040
"HEEBO-079-HCC79K19","HEEBO-079-HCC79K19","EEF1A1","eukaryotic translation elongation factor 1 alpha 1",1915
"HEEBO-079-HCC79K2","HEEBO-079-HCC79K2","FOLH1B","folate hydrolase 1B",219595
"HEEBO-079-HCC79K21","HEEBO-079-HCC79K21","POTEM","POTE ankyrin domain family, member M",641455
"HEEBO-079-HCC79K22","HEEBO-079-HCC79K22","PRODH","proline dehydrogenase (oxidase) 1",5625
"HEEBO-079-HCC79K23","HEEBO-079-HCC79K23","ZNF440","zinc finger protein 440",126070
"HEEBO-079-HCC79K24","HEEBO-079-HCC79K24","","",NA
"HEEBO-079-HCC79K5","HEEBO-079-HCC79K5","ORM2","orosomucoid 2",5005
"HEEBO-079-HCC79K8","HEEBO-079-HCC79K8","RPS14","ribosomal protein S14",6208
"HEEBO-079-HCC79K9","HEEBO-079-HCC79K9","RPS19","ribosomal protein S19",6223
"HEEBO-079-HCC79L12","HEEBO-079-HCC79L12","LINC00221","long intergenic non-protein coding RNA 221",338005
"HEEBO-079-HCC79L14","HEEBO-079-HCC79L14","NSA2","NSA2 ribosome biogenesis homolog (S. cerevisiae)",10412
"HEEBO-079-HCC79L15","HEEBO-079-HCC79L15","CSRP2","cysteine and glycine-rich protein 2",1466
"HEEBO-079-HCC79L16","HEEBO-079-HCC79L16","SPDYE5","speedy homolog E5 (Xenopus laevis)",442590
"HEEBO-079-HCC79L17","HEEBO-079-HCC79L17","FOXO3","forkhead box O3",2309
"HEEBO-079-HCC79L19","HEEBO-079-HCC79L19","SPDYE5","speedy homolog E5 (Xenopus laevis)",442590
"HEEBO-079-HCC79L20","HEEBO-079-HCC79L20","NACA","nascent polypeptide-associated complex alpha subunit",4666
"HEEBO-079-HCC79L21","HEEBO-079-HCC79L21","CBWD1","COBW domain containing 1",55871
"HEEBO-079-HCC79L22","HEEBO-079-HCC79L22","PSG1","pregnancy specific beta-1-glycoprotein 1",5669
"HEEBO-079-HCC79L23","HEEBO-079-HCC79L23","CCL3","chemokine (C-C motif) ligand 3",6348
"HEEBO-079-HCC79L24","HEEBO-079-HCC79L24","SMC3","structural maintenance of chromosomes 3",9126
"HEEBO-079-HCC79L3","HEEBO-079-HCC79L3","RPL26","ribosomal protein L26",6154
"HEEBO-079-HCC79L4","HEEBO-079-HCC79L4","ZMYM2","zinc finger, MYM-type 2",7750
"HEEBO-079-HCC79L5","HEEBO-079-HCC79L5","NOL11","Nucleolar protein 11",NA
"HEEBO-079-HCC79L7","HEEBO-079-HCC79L7","LOC286272","Hypothetical protein LOC286272",NA
"HEEBO-079-HCC79L9","HEEBO-079-HCC79L9","RPS12","ribosomal protein S12",6206
"HEEBO-079-HCC79M11","HEEBO-079-HCC79M11","WHAMMP2","WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2",440253
"HEEBO-079-HCC79M14","HEEBO-079-HCC79M14","GRAP","GRB2-related adaptor protein",10750
"HEEBO-079-HCC79M18","HEEBO-079-HCC79M18","MT1X","metallothionein 1X",4501
"HEEBO-079-HCC79M19","HEEBO-079-HCC79M19","OXR1","oxidation resistance 1",55074
"HEEBO-079-HCC79M21","HEEBO-079-HCC79M21","RAB6C","RAB6C, member RAS oncogene family",84084
"HEEBO-079-HCC79M22","HEEBO-079-HCC79M22","MCART1","Mitochondrial carrier triple repeat 1",NA
"HEEBO-079-HCC79M23","HEEBO-079-HCC79M23","RABL2A","RAB, member of RAS oncogene family-like 2A",11159
"HEEBO-079-HCC79M3","HEEBO-079-HCC79M3","PRR13","proline rich 13",54458
"HEEBO-079-HCC79M4","HEEBO-079-HCC79M4","PNRC2","proline-rich nuclear receptor coactivator 2",55629
"HEEBO-079-HCC79M6","HEEBO-079-HCC79M6","ANP32B","acidic (leucine-rich) nuclear phosphoprotein 32 family, member B",10541
"HEEBO-079-HCC79M7","HEEBO-079-HCC79M7","USP32P2","ubiquitin specific peptidase 32 pseudogene 2",220594
"HEEBO-079-HCC79M8","HEEBO-079-HCC79M8","GLTSCR2","glioma tumor suppressor candidate region gene 2",29997
"HEEBO-079-HCC79N10","HEEBO-079-HCC79N10","GNG5","guanine nucleotide binding protein (G protein), gamma 5",2787
"HEEBO-079-HCC79N13","HEEBO-079-HCC79N13","KLRC2","killer cell lectin-like receptor subfamily C, member 2",3822
"HEEBO-079-HCC79N17","HEEBO-079-HCC79N17","C1D","C1D nuclear receptor corepressor",10438
"HEEBO-079-HCC79N18","HEEBO-079-HCC79N18","SEC61B","Sec61 beta subunit",10952
"HEEBO-079-HCC79N22","HEEBO-079-HCC79N22","LOC283728","Hypothetical protein LOC283728",NA
"HEEBO-079-HCC79N3","HEEBO-079-HCC79N3","PRKRIR","protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)",5612
"HEEBO-079-HCC79N4","HEEBO-079-HCC79N4","PARP4","poly (ADP-ribose) polymerase family, member 4",143
"HEEBO-079-HCC79N6","HEEBO-079-HCC79N6","PDIA3","protein disulfide isomerase family A, member 3",2923
"HEEBO-079-HCC79N7","HEEBO-079-HCC79N7","HTN1","histatin 1",3346
"HEEBO-079-HCC79N9","HEEBO-079-HCC79N9","GNAQ","guanine nucleotide binding protein (G protein), q polypeptide",2776
"HEEBO-079-HCC79O11","HEEBO-079-HCC79O11","","",NA
"HEEBO-079-HCC79O12","HEEBO-079-HCC79O12","##noname##","Transcribed locus",NA
"HEEBO-079-HCC79O15","HEEBO-079-HCC79O15","PFN1","profilin 1",5216
"HEEBO-079-HCC79O16","HEEBO-079-HCC79O16","FAM90A1","family with sequence similarity 90, member A1",55138
"HEEBO-079-HCC79O18","HEEBO-079-HCC79O18","RPL23","ribosomal protein L23",9349
"HEEBO-079-HCC79O19","HEEBO-079-HCC79O19","SEPHS1","selenophosphate synthetase 1",22929
"HEEBO-079-HCC79O2","HEEBO-079-HCC79O2","","",NA
"HEEBO-079-HCC79O21","HEEBO-079-HCC79O21","NDUFV2","NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa",4729
"HEEBO-079-HCC79O22","HEEBO-079-HCC79O22","PSMA6","proteasome (prosome, macropain) subunit, alpha type, 6",5687
"HEEBO-079-HCC79O23","HEEBO-079-HCC79O23","XCL2","chemokine (C motif) ligand 2",6846
"HEEBO-079-HCC79O24","HEEBO-079-HCC79O24","UFD1L","ubiquitin fusion degradation 1 like (yeast)",7353
"HEEBO-079-HCC79O4","HEEBO-079-HCC79O4","TNPO1","transportin 1",3842
"HEEBO-079-HCC79O6","HEEBO-079-HCC79O6","APIP","APAF1 interacting protein",51074
"HEEBO-079-HCC79O9","HEEBO-079-HCC79O9","C1D","C1D nuclear receptor corepressor",10438
"HEEBO-079-HCC79P1","HEEBO-079-HCC79P1","C1orf129","chromosome 1 open reading frame 129",80133
"HEEBO-079-HCC79P10","HEEBO-079-HCC79P10","HMGA1","high mobility group AT-hook 1",3159
"HEEBO-079-HCC79P11","HEEBO-079-HCC79P11","##noname##","Transcribed locus",NA
"HEEBO-079-HCC79P12","HEEBO-079-HCC79P12","##noname##","Transcribed locus",NA
"HEEBO-079-HCC79P13","HEEBO-079-HCC79P13","##noname##","Transcribed locus",NA
"HEEBO-079-HCC79P14","HEEBO-079-HCC79P14","MT1X","metallothionein 1X",4501
"HEEBO-079-HCC79P16","HEEBO-079-HCC79P16","PBX2","pre-B-cell leukemia homeobox 2",5089
"HEEBO-079-HCC79P17","HEEBO-079-HCC79P17","RPLP1","ribosomal protein, large, P1",6176
"HEEBO-079-HCC79P18","HEEBO-079-HCC79P18","TALDO1","transaldolase 1",6888
"HEEBO-079-HCC79P2","HEEBO-079-HCC79P2","TMSB10","thymosin beta 10",9168
"HEEBO-079-HCC79P21","HEEBO-079-HCC79P21","IFNA5","interferon, alpha 5",3442
"HEEBO-079-HCC79P3","HEEBO-079-HCC79P3","EIF1AX","eukaryotic translation initiation factor 1A, X-linked",1964
"HEEBO-079-HCC79P4","HEEBO-079-HCC79P4","FAU","Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed",2197
"HEEBO-079-HCC79P5","HEEBO-079-HCC79P5","FOXO3","forkhead box O3",2309
"HEEBO-079-HCC79P6","HEEBO-079-HCC79P6","SNORA70","small nucleolar RNA, H/ACA box 70",26778
"HEEBO-079-HCC79P7","HEEBO-079-HCC79P7","LOC643837","Hypothetical LOC643837",NA
"HEEBO-079-HCC79P8","HEEBO-079-HCC79P8","ANP32A","acidic (leucine-rich) nuclear phosphoprotein 32 family, member A",8125
"HEEBO-079-HCC79P9","HEEBO-079-HCC79P9","RBM8A","RNA binding motif protein 8A",9939
"HEEBO-080-HCC80A1","HEEBO-080-HCC80A1","MST1P9","macrophage stimulating 1 (hepatocyte growth factor-like) pseudogene 9",11223
"HEEBO-080-HCC80A10","HEEBO-080-HCC80A10","LYPLA2","lysophospholipase II",11313
"HEEBO-080-HCC80A12","HEEBO-080-HCC80A12","SEPT7L","septin 7-like",285961
"HEEBO-080-HCC80A15","HEEBO-080-HCC80A15","HMGA1","high mobility group AT-hook 1",3159
"HEEBO-080-HCC80A19","HEEBO-080-HCC80A19","PGGT1B","protein geranylgeranyltransferase type I, beta subunit",5229
"HEEBO-080-HCC80A2","HEEBO-080-HCC80A2","TUBA3D","tubulin, alpha 3d",113457
"HEEBO-080-HCC80A20","HEEBO-080-HCC80A20","PSG7","pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)",5676
"HEEBO-080-HCC80A21","HEEBO-080-HCC80A21","SEPHS1","selenophosphate synthetase 1",22929
"HEEBO-080-HCC80A22","HEEBO-080-HCC80A22","HNRNPC","heterogeneous nuclear ribonucleoprotein C (C1/C2)",3183
"HEEBO-080-HCC80A23","HEEBO-080-HCC80A23","RPS8","ribosomal protein S8",6202
"HEEBO-080-HCC80A24","HEEBO-080-HCC80A24","SBF1","SET binding factor 1",6305
"HEEBO-080-HCC80A3","HEEBO-080-HCC80A3","TUBA3D","tubulin, alpha 3d",113457
"HEEBO-080-HCC80A4","HEEBO-080-HCC80A4","##noname##","Transcribed locus",NA
"HEEBO-080-HCC80A6","HEEBO-080-HCC80A6","OCM2","oncomodulin 2",4951
"HEEBO-080-HCC80A7","HEEBO-080-HCC80A7","METTL15","methyltransferase like 15",196074
"HEEBO-080-HCC80B1","HEEBO-080-HCC80B1","TMSB4X","thymosin beta 4, X-linked",7114
"HEEBO-080-HCC80B10","HEEBO-080-HCC80B10","TBCA","tubulin folding cofactor A",6902
"HEEBO-080-HCC80B11","HEEBO-080-HCC80B11","##noname##","Transcribed locus",NA
"HEEBO-080-HCC80B12","HEEBO-080-HCC80B12","ZNF799","zinc finger protein 799",90576
"HEEBO-080-HCC80B13","HEEBO-080-HCC80B13","SLC2A14","solute carrier family 2 (facilitated glucose transporter), member 14",144195
"HEEBO-080-HCC80B14","HEEBO-080-HCC80B14","ST13P4","suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4",145165
"HEEBO-080-HCC80B2","HEEBO-080-HCC80B2","SUGT1","SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)",10910
"HEEBO-080-HCC80B20","HEEBO-080-HCC80B20","NDUFB1","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa",4707
"HEEBO-080-HCC80B21","HEEBO-080-HCC80B21","CHCHD3","coiled-coil-helix-coiled-coil-helix domain containing 3",54927
"HEEBO-080-HCC80B22","HEEBO-080-HCC80B22","RPL27","ribosomal protein L27",6155
"HEEBO-080-HCC80B23","HEEBO-080-HCC80B23","FAM3C","family with sequence similarity 3, member C",10447
"HEEBO-080-HCC80B3","HEEBO-080-HCC80B3","USP32P2","ubiquitin specific peptidase 32 pseudogene 2",220594
"HEEBO-080-HCC80B4","HEEBO-080-HCC80B4","WDR55","WD repeat domain 55",54853
"HEEBO-080-HCC80B5","HEEBO-080-HCC80B5","OR2T33","olfactory receptor, family 2, subfamily T, member 33",391195
"HEEBO-080-HCC80B6","HEEBO-080-HCC80B6","STRADB","STE20-related kinase adaptor beta",55437
"HEEBO-080-HCC80B7","HEEBO-080-HCC80B7","RPL9","ribosomal protein L9",6133
"HEEBO-080-HCC80B9","HEEBO-080-HCC80B9","SMS","spermine synthase",6611
"HEEBO-080-HCC80C11","HEEBO-080-HCC80C11","NME1-NME2","NME1-NME2 readthrough",654364
"HEEBO-080-HCC80C12","HEEBO-080-HCC80C12","LILRP2","leukocyte immunoglobulin-like receptor pseudogene 2",79166
"HEEBO-080-HCC80C13","HEEBO-080-HCC80C13","SAP30","Sin3A-associated protein, 30kDa",8819
"HEEBO-080-HCC80C14","HEEBO-080-HCC80C14","TMEM98","transmembrane protein 98",26022
"HEEBO-080-HCC80C17","HEEBO-080-HCC80C17","CCT8L2","chaperonin containing TCP1, subunit 8 (theta)-like 2",150160
"HEEBO-080-HCC80C18","HEEBO-080-HCC80C18","CDC14C","CDC14 cell division cycle 14 homolog C (S. cerevisiae)",168448
"HEEBO-080-HCC80C19","HEEBO-080-HCC80C19","LOC100132217","Similar to hCG1793472",NA
"HEEBO-080-HCC80C2","HEEBO-080-HCC80C2","RPL18","ribosomal protein L18",6141
"HEEBO-080-HCC80C20","HEEBO-080-HCC80C20","LOC100132217","Similar to hCG1793472",NA
"HEEBO-080-HCC80C21","HEEBO-080-HCC80C21","PEBP1","phosphatidylethanolamine binding protein 1",5037
"HEEBO-080-HCC80C22","HEEBO-080-HCC80C22","TPM3","tropomyosin 3",7170
"HEEBO-080-HCC80C23","HEEBO-080-HCC80C23","ZNF322","zinc finger protein 322",79692
"HEEBO-080-HCC80C24","HEEBO-080-HCC80C24","HLA-DQA2","major histocompatibility complex, class II, DQ alpha 2",3118
"HEEBO-080-HCC80C3","HEEBO-080-HCC80C3","NDUFAF2","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 2",91942
"HEEBO-080-HCC80C4","HEEBO-080-HCC80C4","TPTE2","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2",93492
"HEEBO-080-HCC80C5","HEEBO-080-HCC80C5","RNF13","ring finger protein 13",11342
"HEEBO-080-HCC80C9","HEEBO-080-HCC80C9","##noname##","Transcribed locus, moderately similar to XP_001143186.1 PREDICTED: hypothetical protein [Pan troglodytes]",NA
"HEEBO-080-HCC80D1","HEEBO-080-HCC80D1","ZNF322B","Zinc finger protein 322B",NA
"HEEBO-080-HCC80D10","HEEBO-080-HCC80D10","OR7E91P","olfactory receptor, family 7, subfamily E, member 91 pseudogene",79315
"HEEBO-080-HCC80D11","HEEBO-080-HCC80D11","CDK7","cyclin-dependent kinase 7",1022
"HEEBO-080-HCC80D12","HEEBO-080-HCC80D12","MORF4L1","mortality factor 4 like 1",10933
"HEEBO-080-HCC80D13","HEEBO-080-HCC80D13","DNAJC24","DnaJ (Hsp40) homolog, subfamily C, member 24",120526
"HEEBO-080-HCC80D14","HEEBO-080-HCC80D14","IARS","Isoleucyl-tRNA synthetase",NA
"HEEBO-080-HCC80D15","HEEBO-080-HCC80D15","","",NA
"HEEBO-080-HCC80D17","HEEBO-080-HCC80D17","NEDD8","neural precursor cell expressed, developmentally down-regulated 8",4738
"HEEBO-080-HCC80D18","HEEBO-080-HCC80D18","RANBP1","RAN binding protein 1",5902
"HEEBO-080-HCC80D22","HEEBO-080-HCC80D22","CCDC74A","coiled-coil domain containing 74A",90557
"HEEBO-080-HCC80D23","HEEBO-080-HCC80D23","","",NA
"HEEBO-080-HCC80D3","HEEBO-080-HCC80D3","SNRPA1","small nuclear ribonucleoprotein polypeptide A'",6627
"HEEBO-080-HCC80D4","HEEBO-080-HCC80D4","BZW1","basic leucine zipper and W2 domains 1",9689
"HEEBO-080-HCC80D8","HEEBO-080-HCC80D8","RPL37","ribosomal protein L37",6167
"HEEBO-080-HCC80E1","HEEBO-080-HCC80E1","","",NA
"HEEBO-080-HCC80E10","HEEBO-080-HCC80E10","ZNF322","zinc finger protein 322",79692
"HEEBO-080-HCC80E11","HEEBO-080-HCC80E11","BAGE2","B melanoma antigen family, member 2",85319
"HEEBO-080-HCC80E12","HEEBO-080-HCC80E12","BAGE2","B melanoma antigen family, member 2",85319
"HEEBO-080-HCC80E13","HEEBO-080-HCC80E13","ST13P4","suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4",145165
"HEEBO-080-HCC80E16","HEEBO-080-HCC80E16","HLA-DQB2","major histocompatibility complex, class II, DQ beta 2",3120
"HEEBO-080-HCC80E18","HEEBO-080-HCC80E18","CEND1","cell cycle exit and neuronal differentiation 1",51286
"HEEBO-080-HCC80E19","HEEBO-080-HCC80E19","ADAMTS7","ADAM metallopeptidase with thrombospondin type 1 motif, 7",11173
"HEEBO-080-HCC80E20","HEEBO-080-HCC80E20","OR2T12","olfactory receptor, family 2, subfamily T, member 12",127064
"HEEBO-080-HCC80E22","HEEBO-080-HCC80E22","RBMS2","RNA binding motif, single stranded interacting protein 2",5939
"HEEBO-080-HCC80E23","HEEBO-080-HCC80E23","RPL34","ribosomal protein L34",6164
"HEEBO-080-HCC80E3","HEEBO-080-HCC80E3","NDUFS5","NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)",4725
"HEEBO-080-HCC80E5","HEEBO-080-HCC80E5","OR8B2","olfactory receptor, family 8, subfamily B, member 2",26595
"HEEBO-080-HCC80F11","HEEBO-080-HCC80F11","","",NA
"HEEBO-080-HCC80F12","HEEBO-080-HCC80F12","BZW1","basic leucine zipper and W2 domains 1",9689
"HEEBO-080-HCC80F13","HEEBO-080-HCC80F13","SPCS2","signal peptidase complex subunit 2 homolog (S. cerevisiae)",9789
"HEEBO-080-HCC80F15","HEEBO-080-HCC80F15","FOLH1B","folate hydrolase 1B",219595
"HEEBO-080-HCC80F17","HEEBO-080-HCC80F17","PBX2","pre-B-cell leukemia homeobox 2",5089
"HEEBO-080-HCC80F20","HEEBO-080-HCC80F20","KAT7","K(lysine) acetyltransferase 7",11143
"HEEBO-080-HCC80F21","HEEBO-080-HCC80F21","ZNF417","zinc finger protein 417",147687
"HEEBO-080-HCC80F22","HEEBO-080-HCC80F22","##noname##","Transcribed locus",NA
"HEEBO-080-HCC80F23","HEEBO-080-HCC80F23","RNFT1","ring finger protein, transmembrane 1",51136
"HEEBO-080-HCC80F3","HEEBO-080-HCC80F3","USP32P1","ubiquitin specific peptidase 32 pseudogene 1",162632
"HEEBO-080-HCC80F4","HEEBO-080-HCC80F4","CXCL3","chemokine (C-X-C motif) ligand 3",2921
"HEEBO-080-HCC80F6","HEEBO-080-HCC80F6","HSP90AB1","heat shock protein 90kDa alpha (cytosolic), class B member 1",3326
"HEEBO-080-HCC80F8","HEEBO-080-HCC80F8","RPL6","ribosomal protein L6",6128
"HEEBO-080-HCC80F9","HEEBO-080-HCC80F9","RPLP2","ribosomal protein, large, P2",6181
"HEEBO-080-HCC80G10","HEEBO-080-HCC80G10","##noname##","Transcribed locus",NA
"HEEBO-080-HCC80G11","HEEBO-080-HCC80G11","KRT17","keratin 17",3872
"HEEBO-080-HCC80G14","HEEBO-080-HCC80G14","PLGLA","plasminogen-like A",285189
"HEEBO-080-HCC80G15","HEEBO-080-HCC80G15","RABL2A","RAB, member of RAS oncogene family-like 2A",11159
"HEEBO-080-HCC80G17","HEEBO-080-HCC80G17","PRAMEF1","PRAME family member 1",65121
"HEEBO-080-HCC80G18","HEEBO-080-HCC80G18","YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",7534
"HEEBO-080-HCC80G19","HEEBO-080-HCC80G19","EEF1D","eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)",1936
"HEEBO-080-HCC80G2","HEEBO-080-HCC80G2","CCDC74B","coiled-coil domain containing 74B",91409
"HEEBO-080-HCC80G21","HEEBO-080-HCC80G21","PDZK1","PDZ domain containing 1",5174
"HEEBO-080-HCC80G22","HEEBO-080-HCC80G22","POU5F1B","POU class 5 homeobox 1B",5462
"HEEBO-080-HCC80G23","HEEBO-080-HCC80G23","CSRP2","cysteine and glycine-rich protein 2",1466
"HEEBO-080-HCC80G3","HEEBO-080-HCC80G3","CYP2F1","cytochrome P450, family 2, subfamily F, polypeptide 1",1572
"HEEBO-080-HCC80G4","HEEBO-080-HCC80G4","MAT2A","methionine adenosyltransferase II, alpha",4144
"HEEBO-080-HCC80G6","HEEBO-080-HCC80G6","PSME2","proteasome (prosome, macropain) activator subunit 2 (PA28 beta)",5721
"HEEBO-080-HCC80G7","HEEBO-080-HCC80G7","FAM60A","family with sequence similarity 60, member A",58516
"HEEBO-080-HCC80G8","HEEBO-080-HCC80G8","ZNF443","zinc finger protein 443",10224
"HEEBO-080-HCC80H10","HEEBO-080-HCC80H10","PCDH11Y","protocadherin 11 Y-linked",83259
"HEEBO-080-HCC80H12","HEEBO-080-HCC80H12","TOB2","transducer of ERBB2, 2",10766
"HEEBO-080-HCC80H13","HEEBO-080-HCC80H13","SLC9B1","solute carrier family 9, subfamily B (cation proton antiporter 2), member 1",150159
"HEEBO-080-HCC80H14","HEEBO-080-HCC80H14","CBWD2","COBW domain containing 2",150472
"HEEBO-080-HCC80H17","HEEBO-080-HCC80H17","RCC2","Regulator of chromosome condensation 2",NA
"HEEBO-080-HCC80H18","HEEBO-080-HCC80H18","TMEM191A","transmembrane protein 191A",84222
"HEEBO-080-HCC80H19","HEEBO-080-HCC80H19","LOC100288974","BMS1 homolog, ribosome assembly protein (yeast) pseudogene",100288974
"HEEBO-080-HCC80H2","HEEBO-080-HCC80H2","MAGEA9","melanoma antigen family A, 9",4108
"HEEBO-080-HCC80H21","HEEBO-080-HCC80H21","RWDD4","RWD domain containing 4",201965
